Quel est l'objectif principal de la directive (UE) 2022/2555 (SRI 2) selon l'Article 1?,Établir des mesures pour obtenir un niveau commun élevé de cybersécurité dans l'ensemble de l'Union afin d'améliorer le fonctionnement du marché intérieur.
"À quels types d'entités publiques ou privées la directive SRI 2 s'applique-t-elle, en termes de taille, selon l'Article 2?","Aux entités qui constituent des entreprises moyennes ou qui dépassent les plafonds de cette catégorie, et qui fournissent leurs services au sein de l'Union."
"Dans quels cas la directive SRI 2 s'applique-t-elle aux entités visées aux annexes I ou II, quelle que soit leur taille, selon l'Article 2, paragraphe 2?","Notamment si elles sont fournisseurs de services de communications électroniques, prestataires de services de confiance, registres de noms de domaine de premier niveau, ou si une perturbation de leur service aurait un impact important."
La directive SRI 2 s'applique-t-elle aux entités de l'administration publique exerçant leurs activités dans les domaines de la sécurité nationale ou de la défense?,"Non, l'Article 2, paragraphe 7, exclut ces entités du champ d'application de la directive."
Comment la directive SRI 2 classe-t-elle les entités pour déterminer leurs obligations?,Elle les classe en 'entités essentielles' et 'entités importantes' selon l'Article 3.
"Selon l'Article 3, quelles entités sont considérées comme 'essentielles'?","Les entités de l'annexe I dépassant la taille d'une PME, certains fournisseurs de services numériques quelle que soit leur taille, les entités critiques (directive CER), et les entités de l'administration publique centrale."
Comment sont définies les 'entités importantes' selon l'Article 3?,Ce sont les entités des annexes I ou II qui ne sont pas considérées comme des entités essentielles.
Quelle est la date limite pour que les États membres établissent une liste des entités essentielles et importantes selon l'Article 3?,Au plus tard le 17 avril 2025.
Que se passe-t-il si un acte juridique sectoriel de l'Union impose des exigences de cybersécurité équivalentes à celles de la directive SRI 2?,"Selon l'Article 4, les dispositions pertinentes de la directive SRI 2, y compris celles sur la supervision et l'exécution, ne sont pas applicables à ces entités."
Définition de la 'cybersécurité' selon l'Article 6 de la directive SRI 2.,"La cybersécurité au sens de l'article 2, point 1), du règlement (UE) 2019/881."
Qu'est-ce qu'un 'incident' au sens de l'Article 6 de la directive SRI 2?,"Un événement compromettant la disponibilité, l'authenticité, l'intégrité ou la confidentialité des données stockées, transmises ou traitées, ou des services offerts par les réseaux et systèmes d'information."
"Un _____ est un événement qui aurait pu compromettre la sécurité des données ou services, mais dont la réalisation a pu être empêchée ou ne s'est pas produite.",incident évité
Qu'est-ce qu'un 'fournisseur de services gérés' selon l'Article 6?,"Une entité qui fournit des services liés à l'installation, la gestion, l'exploitation ou l'entretien de produits, réseaux ou systèmes TIC, soit dans les locaux des clients, soit à distance."
Qu'est-ce qu'un 'fournisseur de services de sécurité gérés' selon l'Article 6?,Un fournisseur de services gérés qui effectue ou fournit une assistance pour des activités liées à la gestion des risques en matière de cybersécurité.
Que doit contenir une stratégie nationale en matière de cybersécurité selon l'Article 7?,"Elle doit déterminer les objectifs stratégiques, les ressources nécessaires, les mesures politiques et réglementaires, et un cadre de gouvernance pour atteindre un niveau élevé de cybersécurité."
Qui les États membres doivent-ils désigner ou établir pour assurer la coopération transfrontière et intersectorielle selon l'Article 8?,Un point de contact unique en matière de cybersécurité.
Quelle est la fonction d'un Centre de réponse aux incidents de sécurité informatique (CSIRT) selon l'Article 10?,Les CSIRT sont chargés de la gestion des incidents selon un processus bien défini et couvrent les secteurs visés aux annexes I et II.
Quelles sont les trois tâches principales des CSIRT énumérées à l'Article 11?,"Surveiller les cybermenaces, diffuser des alertes et réagir aux incidents en assistant les entités concernées."
Quel CSIRT est désigné comme coordinateur pour la divulgation coordonnée des vulnérabilités selon l'Article 12?,Chaque État membre désigne l'un de ses CSIRT pour faire office d'intermédiaire de confiance entre le signaleur d'une vulnérabilité et le fabricant du produit TIC.
Qui élabore et tient à jour la base de données européenne des vulnérabilités selon l'Article 12?,L'Agence de l’Union européenne pour la cybersécurité (ENISA).
Quel est le rôle du 'Groupe de coopération' institué par l'Article 14?,Soutenir et faciliter la coopération stratégique et l'échange d'informations entre les États membres et renforcer la confiance.
Quel est le rôle du 'Réseau des CSIRT' institué par l'Article 15?,Contribuer au renforcement de la confiance et promouvoir une coopération opérationnelle rapide et effective entre les États membres.
Quel est le rôle du réseau 'EU-CyCLONe' institué par l'Article 16?,"Contribuer à la gestion coordonnée, au niveau opérationnel, des incidents de cybersécurité majeurs et des crises."
Qui est responsable de l'approbation des mesures de gestion des risques en matière de cybersécurité au sein des entités essentielles et importantes selon l'Article 20?,Les organes de direction de ces entités.
"Selon l'Article 21, quel type d'approche les mesures de gestion des risques en matière de cybersécurité doivent-elles suivre?",Une approche 'tous risques' visant à protéger les réseaux et systèmes d'information ainsi que leur environnement physique.
Citez au moins quatre des mesures minimales de gestion des risques que les entités doivent prendre en vertu de l'Article 21.,"Politiques d'analyse des risques, gestion des incidents, continuité des activités, et sécurité de la chaîne d'approvisionnement."
"En matière de sécurité de la chaîne d'approvisionnement (Article 21), que doivent prendre en compte les entités?",Les vulnérabilités propres à chaque fournisseur et la qualité globale des produits et pratiques de cybersécurité de leurs fournisseurs.
Qui les entités essentielles et importantes doivent-elles notifier en cas d'incident important selon l'Article 23?,"Leur CSIRT ou, le cas échéant, leur autorité compétente."
Quand un incident est-il considéré comme 'important' selon l'Article 23?,"S'il a causé ou est susceptible de causer une perturbation opérationnelle grave, des pertes financières, ou d'affecter d'autres personnes en causant des dommages considérables."
Quel est le délai pour une 'alerte précoce' suite à la connaissance d'un incident important selon l'Article 23?,Sans retard injustifié et en tout état de cause dans les 24 heures.
Quel est le délai pour soumettre une 'notification d'incident' après avoir eu connaissance d'un incident important selon l'Article 23?,Sans retard injustifié et en tout état de cause dans les 72 heures.
Quel est le délai pour soumettre un 'rapport final' après la notification d'incident selon l'Article 23?,Au plus tard un mois après la présentation de la notification d'incident.
Quel est le délai de notification d'un incident important pour un prestataire de services de confiance?,Sans retard injustifié et en tout état de cause dans les 24 heures après avoir eu connaissance de l'incident.
Pour quel type d'entités la directive SRI 2 est-elle considérée comme relevant de la compétence de l'État membre où elles fournissent leurs services?,Pour les fournisseurs de réseaux de communications électroniques publics ou de services de communications électroniques accessibles au public (Article 26).
"Pour un fournisseur de services d'informatique en nuage, comment est déterminé l'État membre de compétence selon l'Article 26?","C'est l'État membre où il a son établissement principal, c'est-à-dire où sont principalement prises les décisions relatives à la gestion des risques en matière de cybersécurité."
"Quelle obligation une entité visée à l'Article 26, paragraphe 1, point b), a-t-elle si elle n'est pas établie dans l'Union mais y offre des services?",Elle doit désigner un représentant dans l'Union.
"Qui crée et tient un registre de certaines entités numériques comme les fournisseurs de services DNS et cloud, selon l'Article 27?","L'ENISA, sur la base des informations reçues des points de contact uniques."
Quelle est l'obligation des registres de noms de domaine de premier niveau concernant les données d'enregistrement selon l'Article 28?,Ils doivent collecter les données d'enregistrement de noms de domaine et les maintenir exactes et complètes au sein d'une base de données spécialisée.
Dans quel cadre les entités peuvent-elles échanger volontairement des informations sur la cybersécurité selon l'Article 29?,"Au moyen d'accords de partage d'informations en matière de cybersécurité, au sein de communautés d'entités."
Les notifications volontaires d'incidents sont-elles possibles en vertu de la directive SRI 2?,"Oui, l'Article 30 permet aux entités essentielles, importantes et même à celles hors du champ d'application de notifier volontairement des incidents, cybermenaces et incidents évités."
Quel type de supervision s'applique aux entités essentielles selon le Chapitre VII?,"Une supervision proactive et régulière, incluant des inspections sur place, des audits de sécurité réguliers et ciblés, et des demandes d'informations."
Quel type de supervision s'applique aux entités importantes selon le Chapitre VII?,"Une supervision réactive (ex post), où les autorités prennent des mesures au vu d'éléments indiquant un non-respect de la directive."
Quels pouvoirs d'exécution les autorités compétentes ont-elles à l'égard des entités essentielles selon l'Article 32?,"Elles peuvent émettre des avertissements, des instructions contraignantes, ordonner de cesser un comportement, et imposer des amendes administratives."
"En cas d'inefficacité des premières mesures, quel pouvoir supplémentaire les autorités ont-elles sur une entité essentielle (non publique) selon l'Article 32?","Elles peuvent suspendre temporairement une certification ou une autorisation, ou interdire temporairement à un dirigeant d'exercer ses fonctions."
Quel est le montant maximal de l'amende administrative pour une entité essentielle en cas de violation des articles 21 ou 23?,Le montant le plus élevé entre 10 000 000 EUR ou 2% du chiffre d'affaires annuel mondial total de l'exercice précédent (Article 34).
Quel est le montant maximal de l'amende administrative pour une entité importante en cas de violation des articles 21 ou 23?,"Le montant le plus élevé entre 7 000 000 EUR ou 1,4% du chiffre d'affaires annuel mondial total de l'exercice précédent (Article 34)."
Quelle est la date limite pour que les États membres adoptent et publient les dispositions nécessaires pour se conformer à la directive SRI 2?,Au plus tard le 17 octobre 2024 (Article 41).
À partir de quand les dispositions nationales transposant la directive SRI 2 doivent-elles être appliquées?,À partir du 18 octobre 2024 (Article 41).
Quelle directive la directive SRI 2 abroge-t-elle?,La directive (UE) 2016/1148 (la première directive SRI) est abrogée avec effet au 18 octobre 2024 (Article 44).
Citez trois secteurs considérés comme 'hautement critiques' selon l'Annexe I de la directive SRI 2.,"Énergie, Transports, et Secteur bancaire (entre autres)."
Les fournisseurs de services d'informatique en nuage sont-ils dans le secteur 'hautement critique' ou 'autres secteurs critiques'?,"Ils sont dans le secteur 'Infrastructure numérique', qui fait partie des secteurs hautement critiques (Annexe I)."
Citez trois secteurs considérés comme 'autres secteurs critiques' selon l'Annexe II de la directive SRI 2.,"Services postaux et d'expédition, Gestion des déchets, et Fabrication (entre autres)."
Les fournisseurs de places de marché en ligne sont-ils classés comme entités essentielles ou importantes par défaut?,"Ils sont listés dans l'Annexe II ('Autres secteurs critiques'), ce qui les classe par défaut comme entités importantes, sauf s'ils remplissent un des critères de l'Article 2 pour être essentiels."
Quel type de coopération est requis par l'Article 37 lorsque une entité fournit des services dans plusieurs États membres?,"Les autorités compétentes des États membres concernés doivent coopérer et se prêter mutuellement assistance, ce qui peut inclure des demandes d'informations et des mesures de contrôle."
Les _____ doivent suivre une formation pour acquérir des connaissances et compétences suffisantes pour déterminer les risques et évaluer les pratiques de gestion des risques en matière de cybersécurité.,membres des organes de direction des entités essentielles et importantes
"Selon l'Article 23, qui les entités doivent-elles informer, le cas échéant, si un incident important est susceptible de nuire à la fourniture de leurs services?",Les destinataires de leurs services.
"Quelle information l'alerte précoce (dans les 24h) doit-elle indiquer, le cas échéant, selon l'Article 23?","Si l'on suspecte que l'incident a été causé par des actes illicites ou malveillants, ou s'il pourrait avoir un impact transfrontière."
Que doit fournir le CSIRT ou l'autorité compétente en réponse à une notification d'incident selon l'Article 23?,"Une réponse sans retard injustifié, incluant un retour d'information initial et, sur demande, des orientations sur les mesures d'atténuation."
L'utilisation de la cryptographie et du chiffrement fait-elle partie des mesures de gestion des risques minimales listées à l'Article 21?,"Oui, des politiques et procédures relatives à l'utilisation de la cryptographie et, le cas échéant, du chiffrement sont requises."
"Quelle est la fréquence de réexamen du fonctionnement de la directive SRI 2 par la Commission européenne, selon l'Article 40?","Au plus tard le 17 octobre 2027, puis tous les 36 mois."
Les entités de l'administration publique au niveau local sont-elles automatiquement couvertes par la directive SRI 2?,"Non, mais les États membres peuvent prévoir que la directive s'applique à elles, selon l'Article 2, paragraphe 5."
Qu'est-ce qu'un 'point d'échange internet' selon la définition de l'Article 6?,Une structure de réseau qui permet l'interconnexion de plus de deux réseaux indépendants pour faciliter l'échange de trafic internet.
"Selon l'Article 7, la stratégie nationale en matière de cybersécurité doit-elle inclure un plan pour la sensibilisation des citoyens?","Oui, elle doit comprendre un plan avec les mesures nécessaires pour améliorer le niveau général de sensibilisation des citoyens à la cybersécurité."
